Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
92 m²,"41,5 tỷ",6 m,,,,9 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
92 m²,"41,5 tỷ",6 m,,,,9 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
99 m²,39 tỷ,"5,7 m",40 m,,,9 tầng,10 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024
115 m²,"4,5 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình II,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",08/05/2024
86 m²,Thỏa thuận,,,,,,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại phường Phú Thượng,"Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
74 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Văn Khê,"Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
32 m²,"5,95 tỷ","3,5 m",,Đông,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Hoàng Mai,Nhà riêng tại đường Bùi Huy Bích,"Đường Bùi Huy Bích, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
90 m²,"29,5 tỷ",,,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Sơn,"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",03/05/2024
100 m²,"4,6 tỷ",,,,,,3 phòng,2 phòng,Hợp đồng mua bán.,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Chung cư The Wisteria,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",03/05/2024
30 m²,Thỏa thuận,,,,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường La Nội,"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",03/05/2024
90 m²,"3,7 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Toà nhà Cowaelmic,"Dự án Cowaelmic 198 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
"67,2 m²","2,75 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại SDU - 143 Trần Phú,"Dự án SDU 143 Trần Phú, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
105 m²,"6,7 tỷ",,,Tây,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Imperia Sky Garden,"Dự án Imperia Sky Garden, 423 Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
89 m²,"6,3 tỷ",,,,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024
45 m²,"8,5 tỷ","4,5 m",,,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Đình,"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",03/05/2024
76 m²,"2,58 tỷ",,,Tây - Nam,Tây - Bắc,,2 phòng,2 phòng,Sổ đỏ,"Sàn gỗ, trần thạch cao, tủ bếp, bếp, hút mùi, điều hòa, giường, rèm, lưới an toàn, thiết bị vệ sinh...",Hà Nội,Hoài Đức,Căn hộ chung cư tại Gemek Tower,"Dự án Gemek Tower, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",27/04/2024
140 m²,55 triệu/m²,,,,,,3 phòng,2 phòng,Đang chờ sổ,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
88 m²,Thỏa thuận,,,Đông,Đông - Nam,,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
107 m²,"7,5 tỷ",,,,,,4 phòng,4 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại Park Kiara,"Dự án Park Kiara, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
90 m²,"4,3 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại CTM Building - 299 Cầu Giấy,"Dự án CTM 299 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",03/05/2024
42 m²,32 tỷ,4 m,15 m,,,6 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Đống Đa,Nhà mặt phố tại phố Xã Đàn,"Phố Xã Đàn, Phường Khâm Thiên, Đống Đa, Hà Nội",03/05/2024
99 m²,"6,1 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Handi Resco Lê Văn Lương,"Handi Resco Lê văn Lương, 31, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội.",03/05/2024
94 m²,"5,5 tỷ",,,,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
135 m²,"10,5 tỷ",,,Tây - Nam,Đông - Nam,,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Park Kiara,"Dự án Park Kiara, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
54 m²,656 triệu,,,Tây,Đông - Nam,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ về ở ngay.,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại phố Đỗ Nhuận,"Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",03/05/2024
59 m²,4 tỷ,,,,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chelsea Residences,"Dự án Chelsea Residences, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
94 m²,"6,3 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",03/05/2024
43 m²,"2,1 tỷ",,,Đông - Nam,Tây - Bắc,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Smart City,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",29/04/2024
67 m²,"3,4 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội.",14/04/2024
92 m²,4 tỷ,,,Tây - Nam,Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Star Tower 283 Khương Trung,"Dự án Star Tower 283 Khương Trung, Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",02/05/2024
50 m²,"10,9 tỷ",5 m,5 m,,,5 tầng,3 phòng,5 phòng,Sổ đỏ.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Bồ Đề,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024
60 m²,"5,5 tỷ","3,5 m",4 m,Đông - Nam,,4 tầng,,,,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Định Công,"Số 4 hẻm 2, ngách 32, ngõ 245, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",03/05/2024
27 m²,16 tỷ,3 m,,,,,,,Sổ đỏ chính chủ.,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Thiếc,"Phố Hàng Thiếc, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",03/05/2024
"94,5 m²",Thỏa thuận,,,Tây - Nam,Tây - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
64 m²,"3,45 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Chung cư X2 Mỹ Đình,"Dự án X2 Mỹ Đình, Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024
79 m²,"3,3 tỷ",,,Tây - Nam,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Mỹ Đình Pearl,"Dự án Mỹ Đình Pearl, Phường Phú Đô, Nam Từ Liêm, Hà Nội",18/04/2024
74 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư Booyoung,"Dự án Booyoung, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024
362 m²,22 tỷ,8 m,,,,3 tầng,4 phòng,5 phòng,Hợp đồng mua bán,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",03/05/2024
100 m²,65 tỷ,5 m,15 m,,,3 tầng,4 phòng,5 phòng,Hợp đồng mua bán,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Ngô Thì Nhậm,"Đường Ngô Thì Nhậm, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",03/05/2024
179 m²,74 tỷ,,,,,,,,,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Trần Quốc Toản,"Đường Trần Quốc Toản, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",27/04/2024
1.800 m²,850 tỷ,,,,,,,,,,Hà Nội,Ba Đình,Nhà mặt phố tại phố Liễu Giai,"Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
105 m²,"4,3 tỷ",,,Tây,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Trung Văn - Vinaconex 3,"Dự án KĐT Trung Văn - Vinaconex 3, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",03/05/2024
46 m²,"11,6 tỷ",4 m,5 m,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Nguyễn Lân,"Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội",03/05/2024
"55,7 m²","2,4 tỷ",,,Đông - Nam,Tây - Bắc,,2 phòng,2 phòng,Sổ hồng.,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại SDU - 143 Trần Phú,"SDU 143 Trần Phú, 143, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
85 m²,3 tỷ,,,Đông - Bắc,Đông - Nam,,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Đông Anh,Căn hộ chung cư tại Eurowindow River Park,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",03/05/2024
92 m²,"4,4 tỷ",,,Tây - Nam,Đông - Bắc,,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Long Biên,Căn hộ chung cư tại Bình Minh Garden,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
70 m²,"42,5 tỷ",7 m,,,,8 tầng,4 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Khuất Duy Tiến,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
100 m²,"6,3 tỷ",,,Đông - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Golden Park Tower,"Dự án Golden Park Tower, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
88 m²,Thỏa thuận,,,,Nam,,3 phòng,2 phòng,,"Nội thất: Nguyên bản bàn giao của CDT (Điều hòa, full thiết bị vệ sinh, nóng lạnh, sàn gỗ, bếp... ).",Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Green Pearl 378 Minh Khai,"Dự án Green Pearl 378 Minh Khai, Quận Hai Bà Trưng, Hà Nội",03/05/2024
108 m²,"3,74 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản Full nội thất cơ bản. View rất đẹp & thoáng mát.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Chung cư Bộ Tổng Tham Mưu,"Dự án 789 Bộ Tổng Tham Mưu - BQP, Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",03/05/2024
31 m²,Thỏa thuận,"5,6 m",,,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Láng,"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",03/05/2024
78 m²,4 tỷ,,,,,,2 phòng,2 phòng,,Full nội thất.,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
"90,8 m²","4,4 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Tổ hợp 173 Xuân Thủy,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
35 m²,"3,5 tỷ",,,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Ô Cách,"Đường Ô Cách, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
89 m²,23 tỷ,,,,,3 tầng,,,,,Hà Nội,Đống Đa,Nhà mặt phố tại phố Hàng Cháo,"Phố Hàng Cháo, Phường Cát Linh, Đống Đa, Hà Nội",03/05/2024
30 m²,"4,5 tỷ","3,4 m",3 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phú Đô,"Đường Phú Đô, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",03/05/2024
31 m²,"3,45 tỷ","4,3 m",2 m,Tây - Bắc,,4 tầng,3 phòng,3 phòng,Sổ đỏ,"Cơ bản trang bị đầy đủ nội thất cơ bản, bếp, nóng lạnh, cửa, cầu thang gỗ lim.",Hà Nội,Long Biên,Nhà riêng tại đường Thạch Bàn,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",03/05/2024
99 m²,8 tỷ,,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,- Nội thất full đồ đẹp,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vinhomes D'Capitale,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",27/04/2024
55 m²,12 tỷ,"7,3 m",10 m,Đông - Bắc,Đông - Bắc,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Ngõ 56, Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",03/05/2024
56 m²,Thỏa thuận,,,,,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Căn hộ chung cư tại đường Vĩnh Phúc,"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",03/05/2024
50 m²,"1,8 tỷ",,,Bắc,Đông,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại PCC1 Complex,"Dự án PCC1 Complex, Đường Ba La, Phường Phú Lương, Hà Đông, Hà Nội",03/05/2024
50 m²,"1,8 tỷ",,,Bắc,Đông,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại PCC1 Complex,"Dự án PCC1 Complex, Đường Ba La, Phường Phú Lương, Hà Đông, Hà Nội",03/05/2024
250 m²,Thỏa thuận,7 m,15 m,,,8 tầng,40 phòng,40 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phường Hàng Gai,"Phường Hàng Gai, Hoàn Kiếm, Hà Nội",03/05/2024
180 m²,52 tỷ,,,,,5 tầng,5 phòng,5 phòng,Sổ đỏ chính chủ.,Nội thất siêu sang trọng.,Hà Nội,Ba Đình,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",23/04/2024
45 m²,"2,2 tỷ",,,,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại FLC Green Apartment,"Dự án FLC Green Apartment, 18 Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024
230 m²,135 tỷ,8 m,20 m,,,6 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bà Triệu,"Phố Bà Triệu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",03/05/2024
34 m²,"3,85 tỷ",4 m,3 m,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",03/05/2024
65 m²,"33,5 tỷ","5,4 m",50 m,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Thang máy,Hà Nội,Đống Đa,Nhà mặt phố tại phố Xã Đàn,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
60 m²,"8,1 tỷ",,,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Tặng full nội thất cao cấp tiền tỷ.,Hà Nội,Thanh Xuân,Nhà riêng tại phố Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",03/05/2024
"75,5 m²",Thỏa thuận,,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
70 m²,"25,5 tỷ",,,,,6 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Nam Ngư,"Phố Nam Ngư, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",03/05/2024
40 m²,"5,8 tỷ","3,8 m",,Nam,Nam,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Trung,"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",03/05/2024
105 m²,"3,45 tỷ",,,,,,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Căn hộ chung cư tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024
42 m²,"6,5 tỷ",,,,,5 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phú Đô,"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",29/04/2024
42 m²,"5,7 tỷ",4 m,5 m,,,5 tầng,4 phòng,3 phòng,,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",03/05/2024
230 m²,155 tỷ,"7,1 m",30 m,,,9 tầng,40 phòng,40 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phường Cửa Đông,"Phường Cửa Đông, Hoàn Kiếm, Hà Nội",03/05/2024
40 m²,"16,9 tỷ",,,,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại đường Trường Chinh,"Đường Trường Chinh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",03/05/2024
134 m²,9 tỷ,,,,,,3 phòng,2 phòng,,,Hà Nội,Ba Đình,Căn hộ chung cư tại Chung cư D2 Giảng Võ,"Dự án D2 Giảng Võ, Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",03/05/2024
110 m²,45 tỷ,5 m,20 m,,Đông - Nam,3 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Bông,"Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",03/05/2024
105 m²,Thỏa thuận,,,,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico,"Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024
"80,5 m²","3,6 tỷ",,,Đông - Nam,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Căn hộ chung cư tại The One Residence - Gamuda Garden,"Dự án The One Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",03/05/2024
30 m²,"8,1 tỷ",,,,,7 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,"Đủ đồ giường tủ, điều hòa, nóng lạnh..",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Đức Thọ,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024
80 m²,"3,5 tỷ",,,,,,2 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024
350 m²,311 triệu/m²,,,,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Lê Ngọc Hân,"Đường Lê Ngọc Hân, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",03/05/2024
160 m²,79 tỷ,7 m,30 m,,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",03/05/2024
130 m²,370 triệu/m²,6 m,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",03/05/2024
350 m²,680 triệu/m²,16 m,20 m,,,11 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",03/05/2024
285 m²,113 tỷ,12 m,25 m,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà mặt phố tại đường Quán Thánh,"Đường Quán Thánh, Phường Quán Thánh, Ba Đình, Hà Nội",03/05/2024
500 m²,300 tỷ,15 m,20 m,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Thợ Nhuộm,"Phố Thợ Nhuộm, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",03/05/2024
50 m²,"13,8 tỷ",,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà riêng tại đường Lê Thánh Tông,"Đường Lê Thánh Tông, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",03/05/2024
