Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
"128,3 m²",Thỏa thuận,Đông - Nam,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện cơ bản.,Hà Nội,Ba Đình,Căn hộ chung cư tại Grandeur Palace Giảng Võ,"Grandeur Palace, 138, Phố Giảng Võ, Phường Kim Mã, Ba Đình, Hà Nội",01/05/2024,,,
91 m²,Thỏa thuận,,,2 phòng,,,,Hà Nội,Đống Đa,Căn hộ chung cư tại Green Diamond 93 Láng Hạ,"Dự án Green Diamond 93 Láng Hạ, 93 Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",01/05/2024,,,
120 m²,"4,75 tỷ",Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại phố Hoàng Ngọc Phách,"Phố Hoàng Ngọc Phách, Phường Láng Hạ, Đống Đa, Hà Nội",01/05/2024,,,
80 m²,"8,3 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Gia Lâm,Nhà mặt phố tại đường Quốc Lộ 5,"Đường Quốc Lộ 5, Xã Đặng Xá, Gia Lâm, Hà Nội",01/05/2024,5 m,5 tầng,30 m
"120,02 m²",Thỏa thuận,,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"BRG Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",01/05/2024,,,
85 m²,"3,69 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất đẹp.,Hà Nội,Long Biên,Căn hộ chung cư tại TSG Lotus Sài Đồng,"Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội",01/05/2024,,,
34 m²,"4,4 tỷ",Đông - Bắc,Đông - Bắc,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",01/05/2024,"3,4 m",5 tầng,3 m
184 m²,"11,9 tỷ",,,4 phòng,3 phòng,,,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",01/05/2024,,,
55 m²,"2,9 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Bàn giao đầy đủ nội thất cao cấp liền tường.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",01/05/2024,,,
95 m²,"14,5 tỷ",,,18 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà mặt phố tại đường Lâm Du,"Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",01/05/2024,8 m,8 tầng,5 m
100 m²,"21,4 tỷ",,,26 phòng,26 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",30/04/2024,,9 tầng,
108 m²,"3,7 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,"Sổ đỏ chính chủ,","Nhà nguyên bản, có 3 điều hoà.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Chung cư Bộ Tổng Tham Mưu,"Dự án 789 Bộ Tổng Tham Mưu - BQP, Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",30/04/2024,,,
60 m²,"9,5 tỷ",Đông - Nam,,9 phòng,9 phòng,Sổ đỏ,"Full nội thất, tủ lạnh máy giặt riêng từng phòng.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Ngõ 322, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30/04/2024,"4,5 m",5 tầng,4 m
300 m²,98 tỷ,,,55 phòng,55 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Bưởi,"Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",30/04/2024,10 m,10 tầng,15 m
83 m²,"6,6 tỷ",Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại 6th Element,"Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội",30/04/2024,,,
118 m²,"6,8 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại The Golden Palm Lê Văn Lương,"The Golden Palm Lê Văn Lương, 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",30/04/2024,,,
120 m²,"6,6 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"HC Golden City, số 319, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",30/04/2024,,,
99 m²,"5,7 tỷ",Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Đã có sổ,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Roman Plaza,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30/04/2024,,,
85 m²,"18,7 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Thiết bị vệ sinh ngoại nhập, thang máy nhập khẩu phóng ầm ầm, nội thất kiến trúc mang đậm phong cách châu Âu.",Hà Nội,Long Biên,Nhà riêng tại phường Bồ Đề,"Phường Bồ Đề, Long Biên, Hà Nội",30/04/2024,5 m,5 tầng,
60 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,2 phòng,1 phòng,,Full nội thất đẹp,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh 32T,"Dự án The Golden An Khánh 32T, Xã An Khánh, Hoài Đức, Hà Nội",30/04/2024,,,
80 m²,"15,99 tỷ",,,9 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Yên Lạc,"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",30/04/2024,5 m,5 tầng,7 m
"48,2 m²","5,8 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại đường Xuân Thủy,"Ngõ 85, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30/04/2024,"4,1 m",3 tầng,2 m
161 m²,"12,5 tỷ",,,4 phòng,,,Đã hoàn thiện hơn 2 tỷ tiền nội thất có thể vào ở được ngay.,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"BRG Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",30/04/2024,,,
"40,8 m²","15,8 tỷ",Tây - Bắc,Tây - Bắc,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Võng Thị,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",30/04/2024,6 m,7 tầng,"4,5 m"
60 m²,26 tỷ,Nam,Nam,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Phong Sắc,"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30/04/2024,5 m,5 tầng,30 m
69 m²,"3,1 tỷ",Đông - Nam,,,,Sổ đỏ,,Hà Nội,Long Biên,Căn hộ chung cư tại Hà Nội Homeland,"Dự án Hà Nội Homeland, Phường Thượng Thanh, Long Biên, Hà Nội",30/04/2024,,,
79 m²,59 tỷ,,,,,+ Sổ đỏ,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Rươi,"Phố Hàng Rươi, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",30/04/2024,"3,2 m",2 tầng,
"87,5 m²",5 tỷ,Đông - Bắc,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Imperia Sky Garden,"Imperia Sky Garden, 423, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",30/04/2024,,,
128 m²,"22,5 tỷ",,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Lĩnh Nam,"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",30/04/2024,"4,5 m",3 tầng,
40 m²,"7,5 tỷ",,,8 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Thanh Nhàn,"Ngõ 101, Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",30/04/2024,4 m,5 tầng,"2,8 m"
36 m²,"6,05 tỷ",Đông - Nam,Tây - Nam,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại đường Trung Phụng,"9 Ngõ 30, Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",30/04/2024,10 m,5 tầng,3 m
198 m²,Thỏa thuận,,,,,Sổ đỏ,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Tố Hữu,"Đường Tố Hữu, Phường Nhân Chính, Thanh Xuân, Hà Nội",30/04/2024,12 m,6 tầng,30 m
198 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Thanh Xuân,Nhà mặt phố tại phường Thanh Xuân Bắc,"Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",30/04/2024,12 m,,30 m
61 m²,25 tỷ,,,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Nguyễn Xiển,"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",07/05/2024,"4,5 m",7 tầng,
"107,71 m²","6,35 tỷ",,,3 phòng,,,Nội thất bàn giao nguyên bản chủ đầu tư.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30/04/2024,,,
69 m²,Thỏa thuận,,,2 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Chung cư CT3 Nghĩa Đô,"Chung cư CT3 Nghĩa Đô, ngõ 106, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",30/04/2024,,,
43 m²,"7,7 tỷ",Tây,Tây,4 phòng,4 phòng,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mễ Trì Thượng,"Ngõ 68, Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",29/04/2024,"3,7 m",5 tầng,3 m
60 m²,7 tỷ,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoài Đức,Nhà mặt phố tại đường Yên Vĩnh,"Đường Yên Vĩnh, Xã Kim Chung, Hoài Đức, Hà Nội",29/04/2024,"4,8 m",1 tầng,7 m
30 m²,"4,4 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",29/04/2024,"3,8 m",5 tầng,2 m
33 m²,"2,8 tỷ",,,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phường Dương Nội,"Phường Dương Nội, Hà Đông, Hà Nội",29/04/2024,"4,5 m",5 tầng,
70 m²,"2,8 tỷ",Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",29/04/2024,,,
56 m²,"6,1 tỷ",Đông - Bắc,,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",29/04/2024,"5,2 m",4 tầng,
32 m²,"5,35 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Trần Cung,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",29/04/2024,"4,1 m",5 tầng,5 m
32 m²,"2,6 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà riêng tại xã An Khánh,"Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",29/04/2024,,4 tầng,
70 m²,"14,25 tỷ",,,10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Giải Phóng,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",28/04/2024,,7 tầng,
"71,6 m²","41,13 triệu/m²",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Xuân Mai Sparks Tower,"Dự án Xuân Mai Sparks Tower, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",28/04/2024,,,
52 m²,"10,6 tỷ",,,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà mặt phố tại đường Tô Hiệu,"Đường Tô Hiệu, Phường Quang Trung, Hà Đông, Hà Nội",28/04/2024,,5 tầng,5 m
100 m²,"28,8 tỷ",,,2 phòng,3 phòng,,,Hà Nội,Long Biên,Nhà mặt phố tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",28/04/2024,6 m,2 tầng,42 m
"30,3 m²",3 tỷ,,,2 phòng,2 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Mậu Lương,"Ngõ 86 Tổ 13, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",28/04/2024,"4,6 m",3 tầng,
192 m²,"8,8 tỷ",Tây,Đông,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Tây Nam Hồ Linh Đàm,"Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",07/05/2024,,,
124 m²,"5,4 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Mulberry Lane,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",27/04/2024,,,
72 m²,"3,95 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Seasons Avenue,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",27/04/2024,,,
56 m²,"2,3 tỷ",,,2 phòng,2 phòng,Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Victory,"Dự án Thăng Long Victory, Xã An Khánh, Hoài Đức, Hà Nội",24/04/2024,,,
76 m²,"4,19 tỷ",,,2 phòng,2 phòng,Sổ đỏ chính chủ.,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Harmony Square,"Harmony Square, 199, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",27/04/2024,,,
74 m²,"3,25 tỷ",Đông - Nam,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ Đầy đủ nội thất 3 phòng ngủ, tivi, máy giặt, tủ lạnh, điều hòa âm trần, giường tủ, bàn ghế đầy đủ.",Hà Nội,Long Biên,Căn hộ chung cư tại AQH Riverside,"Dự án AQH Riverside, Phường Thượng Thanh, Long Biên, Hà Nội",27/04/2024,,,
87 m²,6 tỷ,,,2 phòng,2 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",27/04/2024,,,
48 m²,"2,75 tỷ",Tây - Bắc,Đông - Bắc,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Mai Dịch,"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",27/04/2024,,,
82 m²,"3,75 tỷ",,Đông,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Eco Lake View,"Eco Lake View, 32, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",27/04/2024,,,
24 m²,"2,8 tỷ",Đông - Nam,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàn Kiếm,Nhà riêng tại phố Hàng Bông,"Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",27/04/2024,4 m,1 tầng,2 m
66 m²,"3,1 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",27/04/2024,,,
90 m²,43 triệu/m²,Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Mulberry Lane,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",27/04/2024,,,
66 m²,"3,1 tỷ",Đông - Bắc,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",27/04/2024,,,
74 m²,Thỏa thuận,Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Hà Nội Melody Residences,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",27/04/2024,,,
50 m²,"9,5 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà mặt phố tại xã An Khánh,"Xã An Khánh, Hoài Đức, Hà Nội",26/04/2024,,1 tầng,30 m
86 m²,"2,5 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Goldmark City, 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",26/04/2024,,,
"106,4 m²","7,5 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại CT4 Vimeco II,"Dự án CT4 Vimeco II, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",26/04/2024,,,
86 m²,4 tỷ,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Emerald,"Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",26/04/2024,,,
108 m²,"4,85 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sunshine Garden,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",26/04/2024,,,
83 m²,"4,98 tỷ",Nam,Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Times City,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",23/04/2024,,,
"138,2 m²",381 triệu/m²,Đông - Nam,Tây - Bắc,5 phòng,5 phòng,,"Nhà xây thô hoàn thiện mặt ngoài, có sân vườn cảnh quan, chưa hoàn thiện nội thất.",Hà Nội,Ba Đình,Nhà riêng tại phố Giảng Võ,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",26/04/2024,8 m,4 tầng,30 m
"138,2 m²",382 triệu/m²,Đông - Nam,Tây - Bắc,5 phòng,,Sổ đỏ.,,Hà Nội,Ba Đình,Nhà mặt phố tại phố Giảng Võ,"138B, Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",26/04/2024,8 m,4 tầng,12 m
60 m²,30 tỷ,Bắc,,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Vũ Miên,"Phố Vũ Miên, Phường Yên Phụ, Tây Hồ, Hà Nội",26/04/2024,6 m,6 tầng,
"52,2 m²","14,6 tỷ",,,10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Phú Diễn,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",25/04/2024,"4,45 m",5 tầng,10 m
155 m²,"7,5 tỷ",,,3 phòng,2 phòng,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Discovery Complex,"Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",25/04/2024,,,
105 m²,72 tỷ,Đông - Nam,Đông - Nam,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Nguyễn Đình Chiểu,"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",25/04/2024,9 m,8 tầng,17 m
"77,6 m²","5,1 tỷ",Tây - Bắc,Tây,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Đống Đa,Căn hộ chung cư tại Hong Kong Tower,"Hong Kong Tower, 243, Đường Đê La Thành, Phường Láng Thượng, Đống Đa, Hà Nội",25/04/2024,,,
35 m²,Thỏa thuận,Tây - Nam,Tây - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",25/04/2024,4 m,4 tầng,"3,2 m"
115 m²,26 tỷ,Đông - Nam,Đông - Nam,21 phòng,22 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Võng Thị,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",25/04/2024,6 m,7 tầng,5 m
"61,5 m²","3,6 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ Nội thất: Full nội thất hiện đại.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",24/04/2024,,,
125 m²,Thỏa thuận,Đông - Bắc,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sun Grand City Ancora Residence,"Sun Grand City Ancora Residence, số 3, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",24/04/2024,,,
180 m²,92 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Tô Ngọc Vân,"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",24/04/2024,9 m,10 tầng,
138 m²,"8,5 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,,Full nội thất cao cấp.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Discovery Complex,"Discovery Complex, 302, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",23/04/2024,,,
20 m²,Thỏa thuận,,,,,,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Tuệ Tĩnh,"Đường Tuệ Tĩnh, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",23/04/2024,,,
60 m²,"12,9 tỷ",Tây - Nam,Tây - Nam,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Tặng full nội thất,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",23/04/2024,5 m,6 tầng,7 m
"81,6 m²","4,2 tỷ",,Đông - Nam,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",23/04/2024,,,
60 m²,Thỏa thuận,,,2 phòng,,,,Hà Nội,Hà Đông,Căn hộ chung cư tại Park Kiara,"Dự án Park Kiara, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",23/04/2024,,,
52 m²,"3,55 tỷ",,,2 phòng,1 phòng,Sổ đỏ,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HUD3 Nguyễn Đức Cảnh,"HUD3 Nguyễn Đức Cảnh, 60, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",23/04/2024,,,
86 m²,"11,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lê Thanh Nghị,"Ngõ 121, Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",23/04/2024,,6 tầng,4 m
